codigo;oem;descripcion;modelos;precio
6020/32;1307-JG0;BIDON RADIADOR SIN SENSOR ;306 DIESEL;8420
6020/33;1306-C00;SENSOR BIDON AGUA RADIADOR;206/207/307/308/408/C3/C4/PARTNER/BERLINGO;2346
6020/34;1306-J00;SENSOR BIDON AGUA RADIADOR;306/308/3008/PARTNER 1.6 HDI;2958
6020/59;1336-N60;BASE PORTA TERMOSTATO ;405/406/306/205/206/PARTNER 1.9 DIESEL DW8;13208
6020/60;1336-L70;BASE PORTA TERMOSTATO ;405/406/306/205/206/PARTNER 1.9 DIESEL XUD9;13208
6020/73;1302-890;BIDON RADIADOR CON TAPA;505/205;1319
6020/79;1306-E40;"TAPA BIDON RADIADOR ""IND.ARG.""";106/206/307/PARTNER/SAXO/C3/BERLINGO/BOXER;517
6020/98;1306-J50;TAPA BIDON RADIADOR ;206/207/208/307/308/406/C3/C4;690
6021/10;6448-P60;"GRIFO CALEFACCION ""CALIDAD ORIGINAL""";BOXER/JUMPER;7548
6021/20;7104-N20;ENCAUZADOR DE ELECTROVENTILADOR;206 C/AIRE ACOND.;7252
6022/00;6448-420;RADIADOR DE CALEFACCION (6448-540);505;1646
6031/06;2002-060;BULON PLACA EMBRAGUE (8 MM.);504/505 XD3 DIESEL;53
6032/17;2120-360;BOLITA HORQUILLA EMBRAGUE;404/504/505;695
6032/18;2120-281;BOLITA HORQUILLA EMBRAGUE;504/505 DIESEL XD2;847
6032/19;2120-281;BOLITA HORQUILLA EMBRAGUE SUPER MEDIDA;504/505 DIESEL XD2;847
6032/20;2120-360;BOLITA HORQUILLA EMBRAGUE ROSCADA;404/504/505;923
6032/22;2120-500;BOLITA HORQUILLA EMBRAGUE;206/307/C4;1066
6033/02;2117-210;HORQUILLA DE EMBRAGUE CORTA ;404/504   /84 NAFTA;1569
6033/03;2117-400;HORQUILLA DE EMBRAGUE MECANICO;504/505;1676
6033/05;2117-390;HORQUILLA DE EMBRAGUE HIDRAULICO;504/505 84/;1553
6033/07;2115-250;KIT ARBOL DE EMBRAGUE;405/205/306/406/PARTNER;7161
6033/13;2117-520;KIT ARBOL DE EMBRAGUE CAJA MA5;106/205/306/PARTNER;7316
6033/14;2117-560;KIT ARBOL DE EMBRAGUE;206 1.4/1.6 16V.NAFTA;7316
6033/22;2121-120;GUARDAPOLVO BOLITA HORQUILLA EMBRAGUE;404/504/505;219
6033/23;2117-580;HORQUILLA DE EMBRAGUE MECANICO;206/307/C3/PARTNER/BERLINGO;3062
6033/24;2117-610;HORQUILLA DE EMBRAGUE HIDRAULICO;206/307/C3/C4 1.4/1.6 16V;3533
6033/25;2117-660;HORQUILLA EMBRAGUE HIDRAULICO;307/C3/C4/DUCATO 1.4/2.0 HDI;3119
6033/26;2117-630;HORQUILLA DE EMBRAGUE MECANICO;206 1.4 HDI;2770
6033/27;2117-620;HORQUILLA DE EMBRAGUE BRONCE;BOXER/JUMPER 2.3/2.8 16 V. HDI;14935
6034/01;2175-210;BUJE SUPERIOR ARBOL EMBRAGUE(PASANTE);405/205/306/406/PARTNE;243
6034/02;2175-200;BUJE INFERIOR ARBOL EMBRAGUE(TAPADO);405/205/306/406/PARTNER;253
6034/03;2175-200;KIT BUJES ARBOL DE EMBRAGUE;405/205/306/406/PARTNER;506
6034/04;2175-110;BUJE ARBOL EMBRAGUE (GRANDE);106/205/206/306/PARTNER;291
6034/05;2175-120;BUJE ARBOL EMBRAGUE (CHICO);106/205/206/306/PARTNER;259
6034/06;2175-110;KIT BUJES ARBOL DE EMBRAGUE;106/205/206/306/PARTNER;561
6034/11;2120-430;VASTAGO EMPUJE HORQUILLA EMBRAGUE MECANICO;504/505;225
6034/13;2450-330;PROTECTOR EJE PALANCA REENVIO HORQUILLA;504/505;95
6034/14;2170-090;EJE PALANCA REENVIO HORQUILLA;504/505;351
6034/17;2171-260;PALANCA REENVIO HORQUILLA;504/505;1564
6034/18;2175-050;BUJE PALANCA REENVIO HORQUILLA;504/505;31
6034/21;2121-330;FUELLE VASTAGO EMPUJE HORQUILLA EMBRAGUE;504/505;338
6034/24;_;KIT PLASTICO Y TRABA PEDAL EMBRAGUE;405;351
6034/27;2171-260;KIT PALANCA REENVIO HORQUILLA;504/505;2562
6034/29;2128-220;BIELETA PEDAL EMBRAGUE;306/PARTNER/ZX;612
6034/35;2128-300;BIELETA PEDAL EMBRAGUE;206;867
6035/06;2182-F90;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";207/208/2008/C3/C4 LOUNGE/DS3;8013
6035/07;9637030880;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";307/308;8127
6035/08;9680153780;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";C4/PICASSO;7766
6035/19;_;KIT AYUDA PEDAL EMBRAGUE;206/207/306/PARTNER/BERLINGO 1.6 HDI;4935
6035/20;2127-A40;PEDAL DE EMBRAGUE PLASTICO;BOXER   /06;3936
6039/03;4806-131;FLEXIBLE FRENO DELANTERO 400 MM. 4806131;504 2000 CC. 78/82;1399
6039/04;.;FLEXIBLE FRENO DELANTERO 395 MM.   85111;504 2000 CC. 78/82;1273
6039/06;.;FLEXIBLE FRENO DELANTERO 430 MM.    15024;504 82/  /505GR/SR/T6B 81/;1280
6039/11;4806-210;FLEXIBLE FRENO DELANTERO 410 MM.4806210;505 GRII 82/;1166
6039/14;.;FLEXIBLE FRENO DELANTERO 475 MM.    8001;405;2592
6039/16;.;FLEXIBLE FRENO DELANTERO 370 MM.    8012;205/206 92/;1394
6039/17;.;FLEXIBLE FRENO DELANTERO 565 MM.    8006;306/XSARA/ZX 96/;2185
6039/21;.;FLEXIBLE FRENO DELANTERO 385 MM.  342930;306;1134
6039/26;.;FLEXIBLE FRENO DELANTERO 495 MM.      8120;PARTNER/BERLINGO 99/;2046
6039/37;4806-C1;FLEXIBLE FRENO DELANTERO 335 MM.    8013;206;1589
6039/41;4806-G1;FLEXIBLE FRENO DELANTERO 530 MM.    8150;207/208;3928
6039/42;.;FLEXIBLE FRENO DELANTERO 450 MM.  480644;307;2735
6039/43;4806-A1;FLEXIBLE FRENO TRASERO   210MM.      8162;307/308;1423
6040/39;_;KIT PERNOS CALIPER T/BENDIX BOSCH;307/C4;2719
6040/40;_;KIT PERNOS CALIPER TRASERO T/TRW;307/C4;2719
6040/42;_;KIT PERNOS CALIPER DELANTERO T/LUCAS;BOXER/JUMPER;2209
6040/45;_;KIT BUJES CALIPER T/BREMBO;BOXER;4028
6040/46;_;KIT BUJES CALIPER T/BREMBO SUPER MEDIDA (63x18,5);BOXER;4028
6041/07;4583-003;VALVULA DE SERVO T/TENSA;404/504/505;144
6041/08;4583-004;VALVULA DE SERVO T/BENDIX;404/504/505;144
6041/09;4575-101;SELLO VALVULA SERVO TENSA;404/504/505;85
6041/10;4575-100;SELLO VALVULA SERVO BENDIX;404/504/505;72
6041/31;4439-080;KIT PERNOS CALIPER T/GIRLING;405/306;2253
6041/32;_;KIT PERNOS CALIPER T/ATE;504/505/205/106/306/XSARA/SAXO;1549
6041/33;4439-200;KIT PERNOS CALIPER T/ATE SUPER MEDIDA ROSCA 10-1.25;504/505/205/106/306/XSARA/SAXO;1559
6041/35;_;KIT PERNOS CALIPER T/BENDIX BOSCH;206/306;3477
6041/36;_;KIT PERNOS CALIPER T/BENDIX BOSCH (68,5x10);206/306;2646
6041/38;4439-080 S/M;KIT PERNOS CALIPER T/GIRLING SUPER MEDIDA (71x9);405/306;3080
6041/52;_;KIT PERNOS CALIPER T/BENDIX BOSCH;306/XSARA;2209
6041/53;4427-260;KIT CHAVETA DE CALIPER T/BENDIX (2 RUEDAS);205;570
6041/63;_;KIT RESORTES DE PATIN T/BENDIX BOSCH (2 RUEDAS) ;206;1367
6041/64;_;KIT RESORTES DE PATIN T/VARGA (2 RUEDAS) ;206;843
6041/65;_;KIT RESORTES Y ANCLAJES T/GIRLING ;306/205/106;816
6041/66;4308-460;KIT RESORTES Y ANCLAJES T/GIRLING (1 RUEDA);504/505/T6B;823
6041/69;4308-340 D;KIT RESORTES Y ANCLAJES DERECHO   T/BENDIX ;205/106;882
6041/70;4308-340 I;KIT RESORTES Y ANCLAJES IZQUIERDO T/BENDIX ;205/106;882
6041/75;_;KIT RESORTES DE PATIN T/BENDIX (2 RUEDAS) ;205/106;874
6041/76;_;KIT RESORTES DE PATIN T/GIRLING (2 RUEDAS);504/505/T6B;678
6041/78;_;KIT RESORTES DE PATIN   T/GIRLING ;306/205/106;333
6041/81;_;KIT RESORTES DE PATIN T/DBA (2 RUEDAS) ;404/504/505;692
6041/84;_;KIT RESORTES DE PATIN DERECHO   T/GIRLING ;PARTNER/BERLINGO;815
6041/85;_;KIT RESORTES DE PATIN IZQUIERDO T/GIRLING ;PARTNER/BERLINGO;815
6041/86;_;KIT RESORTES DE PATIN DERECHO   T/GIRLING ;BOXER;1369
6041/87;_;KIT RESORTES DE PATIN IZQUIERDO T/GIRLING ;BOXER;1369
6041/93;_;RESORTE SUPERIOR T/GIRLING ;BOXER;607
6041/94;_;RESORTE INFERIOR T/GIRLING ;BOXER;224
6041/95;_;RESORTE PATIN DERECHO   T/GIRLING ;BOXER;383
6041/96;_;RESORTE PATIN IZQUIERDO T/GIRLING ;BOXER;383
6041/97;_;RESORTE GATILLO REGISTRO T/GIRLING ;BOXER;128
6042/12;_;RESORTE SUPERIOR PATIN T/GIRLING ;C3;232
6042/13;_;RESORTE INFERIOR PATIN T/GIRLING ;C3;160
6042/14;_;RESORTE GATILLO REGISTRO T/GIRLING ;C3;128
6042/16;4312-070;RESORTE LATERAL T/BENDIX;504/505/405/T6B;115
6042/25;4363-010;HORQUILLA SEGURO PERNO LEVA FRENO T/TENSA  ;404/504/505;37
6042/28;_;RESORTE SUPERIOR T/GIRLING ;PARTNER/BERLINGO;256
6042/29;_;RESORTE INFERIOR T/GIRLING ;PARTNER/BERLINGO;96
6042/30;_;RESORTE PATIN DERECHO   T/GIRLING ;PARTNER/BERLINGO;319
6042/31;_;RESORTE PATIN IZQUIERDO T/GIRLING ;PARTNER/BERLINGO;319
6042/32;_;RESORTE GATILLO REGISTRO T/GIRLING ;PARTNER/BERLINGO;128
6042/38;4244-061;KIT RESORTES DE CALIPER T/ARMETAL (2 RUEDAS);504/505;309
6042/46;4244-011;CLIP PERNO PASTILLAS DE FRENO T/BENDIX ;404/504;37
6042/47;4244-130;TRABA CHAVETA CALIPER T/BENDIX ;504/505/405/205;33
6042/54;_;RESORTE INFERIOR T/BENDIX ;504/505/T6B;84
6042/55;4407-281;PLACA GUIA BUJES DE CALIPER T/BENDIX;504/505;40
6042/56;1342-010;CHAVETA DE CALIPER T/BENDIX;504/505/405;255
6042/57;_;CHAVETA DE CALIPER T/BENDIX;205;93
6042/65;4309-090;RESORTE INFERIOR T/DBA ;404/504/505;84
6042/66;1342-010;RESORTE SUPERIOR T/DBA ;404/504/505;255
6042/67;_;RESORTE SUPERIOR T/GIRLING ;504/505/T6B;132
6042/68;_;RESORTE INFERIOR T/GIRLING ;504/505/T6B;72
6042/69;_;RESORTE GATILLO TIPO GIRLING ;504/505/T6B/405/PARTNER/BERL.;128
6042/74;_;RESORTE SUPERIOR T/BENDIX ;205/106;175
6042/75;_;RESORTE INFERIOR T/BENDIX ;205/106;87
6042/76;_;RESORTE LEVA FRENO MANO DERECHO   T/BENDIX ;205/106;77
6042/77;_;RESORTE LEVA FRENO MANO IZQUIERDO T/BENDIX ;205/106;77
6042/84;4375-130;RESORTE SUPERIOR T/BENDIX ;504/505/T6B;255
6042/86;4310-010;CLAVO ANCLA PATIN 44 MM. T/GIRLING;504/505/T6B;237
6042/88;_;RESORTE SUPERIOR PATIN T/BOSCH ;C3;192
6042/89;_;RESORTE INFERIOR PATIN T/BOSCH ;C3;192
6042/90;_;RESORTE LEVA DERECHA   T/BOSCH ;C3;144
6042/91;_;RESORTE LEVA IZQUIERDA T/BOSCH ;C3;144
6042/99;_;CLAVO ANCLA PATIN 30 MM. T/BENDIX-GIRLING ;205/106/306;218
6043/12;_;KIT RESORTES PATIN T/GIRLING (2 RUEDAS) ;C3;1061
6043/13;_;KIT RESORTES PATIN T/BOSCH (2 RUEDAS) ;C3;1078
6043/60;_;RESORTE SUPERIOR PATIN T/BENDIX BOSCH ;206;185
6043/61;_;RESORTE INFERIOR PATIN T/BENDIX BOSCH ;206;181
6043/62;_;RESORTE LEVA PATIN DERECHO   T/BENDIX BOSCH ;206;192
6043/63;_;RESORTE LEVA PATIN IZQUIERDO T/BENDIX BOSCH ;206;192
6043/64;_;RESORTE GATILLO REGISTRO DERECHO   T/BENDIX BOSCH ;206;112
6043/65;_;RESORTE GATILLO REGISTRO IZQUIERDO T/BENDIX BOSCH ;206;112
6043/67;_;RESORTE SUPERIOR PATIN T/VARGA ;206;232
6043/68;_;RESORTE INFERIOR PATIN T/VARGA ;206;96
6043/69;_;RESORTE GATILLO REGISTRO T/VARGA ;206;85
6043/80;_;"UNION DOBLE CON CONOS P/CAÑO 3/16"" COMPLETA ";UNIVERSAL;590
6043/81;_;"UNION DOBLE CON CONOS P/CAÑO  1/4"" COMPLETA ";UNIVERSAL;680
6043/82;_;"UNION DOBLE CON CONOS P/CAÑO 5/16"" COMPLETA ";UNIVERSAL;813
6043/83;_;"UNION DOBLE CON CONOS P/CAÑO  3/8"" COMPLETA ";UNIVERSAL;1017
6043/85;_;"VIROLA DE BRONCE P/CAÑO 3/16""";UNIVERSAL;49
6043/86;_;"VIROLA DE BRONCE P/CAÑO  1/4"" ";UNIVERSAL;56
6043/87;_;"VIROLA DE BRONCE P/CAÑO 5/16"" ";UNIVERSAL;63
6043/88;_;"VIROLA DE BRONCE P/CAÑO  3/8"" ";UNIVERSAL;78
6043/89;_;"VIROLA DE BRONCE P/CAÑO  1/2"" ";UNIVERSAL;135
6043/90;_;"RACCORD DE BRONCE ROSCA 1/8"" GAS,MANGUERA 3/16"" ";UNIVERSAL;290
6043/91;_;"RACCORD DE BRONCE ROSCA 1/8"" GAS,MANGUERA  1/4"" ";UNIVERSAL;294
6043/94;_;"RACCORD DE BRONCE ROSCA 1/8"" GAS,MANGUERA 5/16"" ";UNIVERSAL;266
6043/95;_;"RACCORD DE BRONCE ROSCA 1/8"" GAS,MANGUERA  3/8"" ";UNIVERSAL;292
6043/96;_;"RACCORD DE BRONCE ROSCA 1/4"" GAS,MANGUERA  1/4"" ";UNIVERSAL;470
6043/97;_;"RACCORD DE BRONCE ROSCA 1/4"" GAS,MANGUERA 5/16"" ";UNIVERSAL;418
6043/98;_;"RACCORD DE BRONCE ROSCA 1/4"" GAS,MANGUERA  3/8"" ";UNIVERSAL;460
6044/10;4642-001;JUNTA TAPA DEPOSITO LIQUIDO FRENO ;404/504;138
6045/26;4814-190;TRABA FLEXIBLE DE FRENO;404/504/505;191
6045/62;4701-280;PALANCA FRENO DE MANO;T6B;7051
6045/65;_;PALANCA FRENO DE MANO;306/PARTNER;10274
6045/66;4701-620;PALANCA FRENO DE MANO;206/307;11192
6045/72;4534-440;BULBO DE STOP;206/XSARA/BERLINGO;1356
6053/14;5751-350;TENSOR POLI V AIRE ACONDICIONADO;406/306.XUD9;12613
6054/20;5751-200;TENSOR POLI V ALTERNADOR PLASTICO;405/306/ZX XU5JP/XU7JP;1429
6054/23;5751-C80;TENSOR POLI V RUL.SKF;206/PARTNER/BERLINGO 1.4/1.6 16 V. TU3JP/TU5JP;9155
6054/24;5751-150;TENSOR POLI V;405/205/306/PARTNER/BERLINGO XUD9;5513
6054/28;5751-300R;POLEA TENSOR POLI V;405/306/206/PARTNER XUD9/DW8;1173
6054/33;5751-290;TENSOR MOVIL ALTERNADOR;405/306/PARTNER/BERLINGO  XUD9;3626
6054/35;5751-940;TENSOR POLI V;206/207/PARTNER/BERLINGO DW8;7750
6054/42;5751-300R;POLEA TENSOR POLI V RUL SKF;405/205/306/PARTNER/BERLINGO .XUD9;2520
6054/43;5751-300 R;POLEA TENSOR POLI V;405/306/206/PARTNER .XUD9/DW8;2575
6054/51;5751-610;POLEA TENSOR POLI V;206/307/407 2.0 16V./207 1.4HDI;1780
6054/52;5751-610;POLEA TENSOR POLI V RUL.SKF;206/307/407 2.0 16V./207 1.4 HDI;2607
6054/54;5751-H60;POLEA TENSOR POLI V RUL.SKF;206/307/PARTNER 1.4/1.6 HDI;2296
6054/55;5751-870;TENSOR FIJO POLI V.RUL.SKF;206/307/C3/PARTNER 1.4/1.6 HDI;3968
6054/56;5751-880;TENSOR FIJO POLI V RUL.SKF;206/307/C3/PARTNER 1.4/1.6 HDI;4003
6059/07;_;INTERRUPTOR DE ARRANQUE;205;260
6059/08;_;INTERRUPTOR DE ARRANQUE;306;1490
6074/00;1342-010;"UNION ""T"" SALIDA FILTRO COMB.(METALICO)";504/505 XD2/XD3 DSL;375
6074/01;1342-010;"UNION ""T"" SALIDA FILTRO COMB.(PLASTICA)";504/505 XD2/XD3 DSL.;162
6075/10;1920-NL0;VALVULA PRESION COMBUSTIBLE;BOXER/DUCATO 2.2 HDI;4557
6076/00;1564-940;KIT TUBOS RETORNO INYECTORES;504/505 DIESEL XD2/XD3;310
6076/01;1575-090;TAPON CAÑO RETORNO INYECTORES 3 MM.;504/505 DIESEL XD2/XD3;39
6076/20;1574-Q10;CAÑO RETORNO DE INYECTORES;206/207/208/308/PARTNER/BERLINGO 1.4 HDI;4437
6076/21;1574-Q50;CAÑO RETORNO DE INYECTORES;206/207/307/407/PARTNER/BERLINGO 1.6 HDI;2260
6076/23;1574-HX0;CAÑO RETORNO DE INYECTORES;308/408/508/3008/C4  1.6 HDI;5980
6076/24;9655833580;RAMPA DE INYECTORES;206/207/C3/PARTNER/BERLINGO 1.4 8V.;1836
6076/25;9636520780;RAMPA DE INYECTORES;206/307/C3 1.6 16V.;1836
6076/28;1573-SR0;CAÑO RETORNO DE INYECTORES;206/207/307/C3/C4 2.0 HDI;3490
6099/00;_;FILTRO NAFTA (PICOS 6/8 MM.);UNIVERSAL;160
6100/00;_;"FILTRO NAFTA ""PICBORG"" (PICOS 6/8 MM.) ";UNIVERSAL;245
6100/02;_;"FILTRO NAFTA INYECCION ""PICBORG""";106/206/306/307/406/PARTNER;1190
6100/03;_;"FILTRO NAFTA INYECCION ""PICBORG""";106/205 1.4/306 1.8 16V.;1190
6100/04;_;FILTRO NAFTA INYECCION;106/205 1.4/306 1.8 16V.;690
6100/12;_;"FILTRO NAFTA ""PICBORG"" (PICOS 6/8 MM.) ";UNIVERSAL GRANDE;506
6100/13;_;"FILTRO NAFTA ""PICBORG"" (PICOS 8 MM.) ";UNIVERSAL COMPETICION;408
6100/19;9621365680;O' RING FLOTANTE TANQUE COMBUSTIBLE;206/207/306/PARTNER/BERLINGO/C3;260
6100/20;1531-200;TAPA Y O'RING FLOTANTE TANQUE;206/207/306/PARTNER/BERLINGO/C3;975
6100/21;9633282880;TAPA  FLOTANTE TANQUE;307/308/406/407/C4 2.0 HDI;1096
6100/22;1531-250;TAPA FLOTANTE TANQUE NAFTA;306/XANTIA  16 V.;765
6100/23;9633283880;O' RING FLOTANTE TANQUE COMBUSTIBLE;307/308/406/407/C4 2.0 HDI;300
6101/01;1563-940;DESGASIFICADOR DE COMBUSTIBLE;504/505/405/205;326
6101/10;1901-970;FILTRO DE GAS OIL COMPLETO;308/408/PARTNER/BERLINGO 1.4/1.6 HDI DV6;18871
6101/11;9676133480;FILTRO DE GAS OIL COMPLETO;208/308/508/3008/5008/C4 1.6/2.0 HDI;19891
6101/12;1901-650;FILTRO DE GAS OIL COMPLETO;206/207/306/307/C4/XSARA/PARTNER/BERLINGO 2.0 HDI;10405
6101/15;_;REGULADOR PRESION COMBUST.(3.0 BAR);405/205/106/306/XSARA;3285
6101/17;1573-YG0;TUBO FLEXIBLE COMBUSTIBLE;206/207/208/PARTNER/BERLINGO 1.9 DIESEL DW8;3264
6101/18;1579-Q40;TUBO FLEXIBLE COMBUSTIBLE;206/207/208/PARTNER/BERLINGO 1.9 DIESEL DW8;4386
6101/19;1906-A90;"CARTUCHO FILTRO GAS OIL ""PICBORG""";206/207/208/PARTNER/BERLINGO 1.9 DIESEL DW8;900
6101/20;1911-440;FILTRO DE GAS OIL COMPLETO;206/207/208/PARTNER/BERLINGO 1.9 DIESEL DW8;13261
6101/21;1904-260/270;KIT TAPA Y ABRAZADERA FILTRO GAS OIL;206/207/208/PARTNER/BERLINGO 1.9 DIESEL DW8;2250
6101/22;1904-260;ABRAZADERA TAPA FILTRO GAS OIL;206/207/208/PARTNER/BERLINGO 1.9 DIESEL  DW8;366
6101/23;1904-180;TAPA FILTRO DE GAS OIL;405/306/PARTNER/BERLINGO 1.9 DIESEL XUD9;988
6101/25;1917-210;TORNILLO PURGADOR FILTRO GAS OIL;206/207/208/307/308 DW10;425
6101/26;1904-270;TAPA FILTRO DE GAS OIL;206/207/208/PARTNER/BERLINGO 1.9 DIESEL DW8;1884
6101/27;1906-C00;"CARTUCHO FILTRO GAS OIL ""PICBORG""";206/207/307/405/PARTNER/BERLINGO 2.0 HDI;1063
6101/28;1906-E70;"CARTUCHO FILTRO GAS OIL ""PICBORG""";206/207/307/406/PARTNER/BERLINGO 2.0 8 V.HDI DW10TD;1181
6101/29;1906-C40;"CARTUCHO FILTRO GAS OIL ECOLOGICO ""PICBORG""";BOXER/JUMPER 2.2/2.3/2.8 HDI;2062
6101/30;_;VALVULA ANTIRRETORNO GAS OIL AEREA  6 MM.;UNIVERSAL;1326
6101/31;_;VALVULA ANTIRRETORNO GAS OIL AEREA  8 MM.;UNIVERSAL;1107
6101/32;_;VALVULA ANTIRRETORNO GAS OIL AEREA 10 MM.;UNIVERSAL;1153
6101/33;_;VALVULA ANTIRRETORNO GAS OIL AEREA 12 MM.;UNIVERSAL;1153
6101/34;1579-730;BOMBA CEBADORA GAS OIL RECTA (PLASTICA);405/205/306/PARTNER;1377
6101/35;1579-730;BOMBA CEBADORA GAS OIL RECTA ;405/205/306/PARTNER;1561
6101/36;_;BOMBA CEBADORA GAS OIL ENTRADA CURVA ;306;1887
6101/37;1574-S80;BOMBA CEBADORA CON CAÑOS;206/307/C3/PARTNER 1.4 HDI;10863
6101/38;1574-S90;BOMBA CEBADORA CON CAÑOS;207/C3  03/11 1.4 HDI;11373
6101/45;1434-130;MANGUERA FILTRO AIRE;206/307/C3/PARTNER/BERLINGO 1.4 HDI;5610
6108/05;3311-090;BULON DE RUEDA TRASERA (12-1.25x38);404/504;315
6108/06;3714-021;BULON DE RUEDA DELANTERA (12-1.25x38);404/504;315
6108/10;3736-150;ARANDELA PUNTA DE EJE;504/505 82/;161
6108/11;3307-720;MAZA RUEDA DELANTERA ;405/205/306/406/PARTNER/XSARA/ZX/BERL.;8900
6108/16;3311-130;BULON DE RUEDA TRASERA (12-1.25x38);504 GR/505;315
6108/24;3740-120;TAZA GRASERA 65 MM.;504/505 82/;438
6108/26;3741-030;ARO GOMA TAZA GRASERA;504/505 82/;68
6108/28;3740-190;TAZA GRASERA 55,8 MM.;306/206/106/ZX/XSARA;496
6108/29;6935-410;TUERCA PUNTA DE EJE TRASERA 22X1.5 ;205/106/306/206/BOXER;410
6108/36;3736-440;ARANDELA PUNTA DE EJE TRASERA;205/306/106/206/ZX/XSARA;209
6108/40;3297-000;TUERCA PUNTA SEMIEJE 24X1.5;405/406/205/306/XSARA/ZX/XANTIA;947
6108/51;3307-490;MAZA RUEDA DELANTERA SIN ABS ;205/106/C-15 DIESEL;9047
6108/52;_;MAZA RUEDA DELANTERA 21 ESTRIAS RUL. 37 MM.;106/206/C3;9207
6108/55;_;TRICETA SEMIEJE ;205/106;4174
6108/57;_;TRICETA SEMIEJE ;405/306/PARTNER/BERL.;6010
6108/58;_;TRICETA SEMIEJE ;206;4174
6108/59;_;TRICETA SEMIEJE ;206/C3/PARTNER;4174
6108/61;_;TRICETA SEMIEJE ;405/306/205/206/ZX/PARTNER;6010
6108/66;_;TRICETA SEMIEJE ;306/PARTNER/BERLINGO;7083
6109/05;3334-170;SEGURO RULEMAN DE PALIER;404/504/505;557
6109/07;_;SEGURO RULEMAN DE PALIER DIF.TRANSAX (49x34.8x15.5);404/504 81/;859
6111/10;4015-090;PRESOSTATO DE DIRECCION HIDRAULICA;206/207/208/306/307/405/PARTNER/BERLINGO;3009
6111/12;_;MANGUERA ALTA PRESION DIRECCION HIDRAULICA;206/207;10243
6111/13;_;MANGUERA ALTA PRESION DIRECCION HIDRAULICA;PARTNER/BERLINGO;10243
6111/14;_;TUBO RIGIDO RETORNO DIRECCION HIDRAULICA;PARTNER/BERLINGO;1899
6111/15;9640910580;TUBO RIGIDO RETORNO DIRECCION HIDRAULICA;PARTNER/BERLINGO 08/;2472
6113/00;4040-030;MANCHON DE DIRECCION;404/504   /82;439
6113/01;4040-080;MANCHON DE DIRECCION;504/505 83/;858
6113/02;4066-150;FUELLE DE DIRECCION MECANICA;404/504;47
6113/16;_;BUJE SUPERIOR COLUMNA DIRECCION ;405/306/PARTNER/BERL.;2113
6113/24;4103-G10;BARRA CARDANICA DIRECCION MECANICA 281/311 MM.;PARTNER/BERLINGO 96/07;7806
6113/25;4103-G30;BARRA CARDANICA DIRECCION HIDRAULICA 318/348 MM.;PARTNER/BERLINGO 96/07;9530
6115/58;_;TAPON DE GOMA P/CAÑO CALEFACCION  8 MM. ;UNIVERSAL;145
6115/59;_;TAPON DE GOMA P/CAÑO CALEFACCION 10 MM. ;UNIVERSAL;179
6115/61;_;TAPON DE GOMA P/CAÑO CALEFACCION 13 MM;UNIVERSAL;204
6115/62;_;TAPON DE GOMA P/CAÑO CALEFACCION 16 MM;UNIVERSAL;216
6115/63;_;TAPON DE GOMA P/CAÑO CALEFACCION 19 MM ;UNIVERSAL;239
6115/64;_;TAPON DE GOMA P/CAÑO CALEFACCION 22 MM;UNIVERSAL;326
6115/65;_;TAPON DE GOMA P/CAÑO CALEFACCION 25 MM.;UNIVERSAL;345
6115/70;_;CONECTOR RECTO METALICO P/MANGUERA 16 MM. ;UNIVERSAL;195
6115/71;_;CONECTOR RECTO METALICO P/MANGUERA 19 MM. ;UNIVERSAL;193
6115/72;_;CONECTOR RECTO METALICO P/MANGUERA 25 MM. ;UNIVERSAL;194
6115/74;_;"CONECTOR ""T"" P/MANGUERA 16 MM.PICO 10 MM.";UNIVERSAL;164
6115/75;_;"CONECTOR ""T"" P/MANGUERA 16 MM.PICO 16 MM.";UNIVERSAL;162
6115/76;_;"CONECTOR ""T"" P/MANGUERA 19 MM.PICO 10 MM.";UNIVERSAL;164
6115/77;_;"CONECTOR ""T"" P/MANGUERA 26 MM.PICO 16 MM.";UNIVERSAL;305
6115/78;_;"CONECTOR ""T"" P/MANGUERA 16 MM.C/PURGADOR ";UNIVERSAL;285
6115/79;_;"CONECTOR ""T"" P/MANGUERA 18 MM.C/PURGADOR ";UNIVERSAL;246
6115/80;_;"CONECTOR ""T"" P/MANGUERA 36 MM.C/PURGADOR ";UNIVERSAL;356
6116/05;1306-290;TAPON PURGADOR CALEFACCION BRONCE ;PEUGEOT/CITROEN TODOS;211
6116/06;1306-290;TAPON PURGADOR CALEFACCION PLASTICO ;PEUGEOT/CITROEN TODOS;76
6116/09;1342-010;"CONEXION ""T"" DE CALEFACCION (METALICO)";504/505 XD2 DIESEL;375
6116/10;1306-210;"CONEXION ""T"" DE CALEFACCION (PLASTICO) CON TAPON ";504/505;240
6116/15;0245-121;TUBO TOMA CALEFACCION T/CIL. 2 VIAS LARGO;404/504;222
6116/21;0245-440;TUBO TOMA CALEFACCION T/CIL.;405/306/205/206/406/PARTNER  DIESEL;338
6140/12;1798-766;ARO HIERRO CAÑO ESCAPE ;306;335
6141/19;1755-440;SOPORTE TRASERO SILENCIADOR;405/106/307/407/PARTNER/BERLINGO;354
