codigo;oem;descripcion;modelos;precio
1170/22;7700842041;BUJE  APOYO DE RADIADOR;CLIO II/KANGOO;163
1170/23;7700745963;BUJE  APOYO DE RADIADOR ;TRAFIC 99/  DIESEL F8Q;276
1170/26;215060007R;SOPORTE SUPERIOR RADIADOR;SANDERO/DUSTER;604
1170/27;397880391R;PERNO SOPORTE RADIADOR;SANDERO/DUSTER;421
1170/30;8200048024;TAPA BIDON RADIADOR;CLIO II/KANGOO/R-9/11/18/19;419
1170/39;7702073835;TAPON DE RADIADOR ;R-9/11/12/18/TRAFIC;152
1170/40;_;TAPON PURGADOR MANGUERA CALEFACCION;LOGAN/SANDERO;154
1170/46;2062063;"TAPA DE RADIADOR ""D"" 13 LBS.";TORINO 72/81;601
1170/50;7701474499;BIDON RADIADOR;MEGANE II 06/   1.6/2.0 16 V.;6817
1170/54;8200447047;BIDON RADIADOR;LAGUNA II;3344
1170/60;7701470464;BIDON RADIADOR;MASTER 03/05 2.8;6132
1170/73;7702054601;BIDON RADIADOR ;R-12/9/11/18/TRAFIC 84/;1319
1170/82;7700810997;BIDON RADIADOR ;R-19/21/CLIO/EXPRESS;1662
1170/92;217100015R;BIDON RADIADOR CON TAPA ;MASTER 13/   2.3;5500
1171/07;7700805031;"TAPA BIDON RADIADOR MARRON ""IMPORTADA""";R-12/9/11/18/TWINGO/LAGUNA/TRAFIC;528
1171/10;8200048024;TAPA BIDON RADIADOR  ;CLIO/KANGOO/LOGAN/SANDERO/DUSTER/FLUENCE;867
1172/01;8200027121;SOPORTE SUPERIOR DERECHO RADIADOR;KANGOO K4M/K9K;1068
1172/02;8200027122;SOPORTE SUPERIOR IZQUIERDO RADIADOR;KANGOO K4M/K9K;1068
1183/02;7700679695;TAPA TERMOSTATO;R-18/TRAFIC 2000 CC.;1052
1183/05;8200729683;TAPA TERMOSTATO ;LOGAN/SANDERO/SYMBOL 1.6 8 V. K7M;1836
1183/06;8200729683;TAPA TERMOSTATO ;LOGAN/SANDERO/SYNBOL 1.6 8 V. K7M;1224
1183/07;8200267272;ANILLO GOMA DE TERMOSTATO;CLIO/KANGOO/LOGAN/SANDERO K7J/K7M;88
1183/08;8200493154;BASE TERMOSTATO;LOGAN/SANDERO/SYMBOL 1.6 8 V. K7M;3774
1183/09;7700521772;CONECTOR BASE TERMOSTATO ;R-18/TRAFIC 2000 CC.;429
1183/10;7700708389;GARGANTA SALIDA AGUA;R-18/TRAFIC 2.0/2.2/DIESEL;1862
1183/11;8200493154;TERMOSTATO COMPLETO ;LOGAN/SANDERO/SYMBOL 1.6 8 V. K7M;8058
1183/12;7701564847;BASE TERMOSTATO;R-18/TRAFIC 2000 CC.;3200
1183/13;7910245057;ANILLO GOMA TERMOSTATO;R-18/TRAFIC 2.0/DIESEL;76
1183/14;7700718380;ANILLO GOMA TERMOSTATO;R-19 RT/RL/EXPRESS/CLIO DIESEL;92
1183/19;7700738110;TAPA TERMOSTATO;CLIO ENERGY 1.4;602
1183/20;7700851979;TAPA TERMOSTATO;R-19 RT/RL/EXPRESS/CLIO DIESEL;1398
1183/21;8200561420;TAPA TERMOSTATO ALUMINIO;MEGANE/CLIO/LOGAN/SANDERO/DUSTER/KANGOO 1.6 K4M/K7M;1431
1183/22;8200561420;TAPA TERMOSTATO PLASTICO ;MEGANE/CLIO/LOGAN/SANDERO/DUSTER/KANGOO 1.6 K4M/K7M;714
1183/23;7700272358;BASE TERMOSTATO;CLIO ENERGY 1.4;4620
1183/24;8200934203;BASE TERMOSTATO;MEGANE/CLIO/KANGOO 1.6 16 V. K4M;8250
1183/25;7700104129;JUNTA BASE TERMOSTATO ;MEGANE/CLIO/FLUENCE/KANGOO 1.6 16 V.  K4M;1018
1183/31;8200660882;TERMOSTATO COMPLETO ;CLIO II/TWINGO/KANGOO D4F/D7F;2754
1183/32;8200674368;TERMOSTATO COMPLETO ;MEGANE/SCENIC 03/  F9Q DIESEL;5100
1183/35;_;KIT TAPON BULBO TERMOSTATO;MEGANE/KANGOO/TRAFIC F8Q/F9Q/F3R;283
1183/36;8200558766;TERMOSTATO COMPLETO CON BULBO;MEGANE II K9K;4817
1183/37;8200954285;TERMOSTATO COMPLETO;CLIO II/LOGAN/SANDERO K9K;4708
1183/38;7700872554;TERMOSTATO ;CLIO/MEGANE/FLUENCE/LOGAN/SANDERO/DUSTER/KANGOO 1.6 8V./16V.K4M/K7M;1530
1183/39;110609657R;TERMOSTATO COMPLETO ALUMINIO CON BULBO;KWID 1.0 16 V.B4D;6324
1183/40;8200709142;TERMOSTATO COMPLETO;MASTER 06/   2.5 DCI G9U;7883
1183/42;8200700092;TERMOSTATO COMPLETO 89º ;FLUENCE 1.6 16 V. K4M;7800
1183/44;8200934203;TERMOSTATO COMPLETO ;MEGANE/CLIO/KANGOO/LOGAN/SANDERO/DUSTER/OROCH 1.6 16 V. K4M;11880
1183/45;_;O'RING TAPON TERMOSTATO;MEGANE/KANGOO/TRAFIC F8Q/F9Q/F3R;37
1183/46;_;TRABA TAPON TERMOSTATO;MEGANE/KANGOO/TRAFIC F8Q/F9Q/F3R;60
1183/47;8200561426;TERMOSTATO COMPLETO 89º ;CLIO/MEGANE/KANGOO/FLUENCE/LOGAN/SANDERO/DUSTER 1.6 16 V.K4M;7803
1183/48;22231-15910;TAPA TERMOSTATO;FLUENCE/MEGANE III 11/     2.0 16V.M4R;1020
1183/49;7700872078;TERMOSTATO COMPLETO;LAGUNA 2.0 8 V. F3R;5082
1183/50;7700116078;BASE TERMOSTATO;LAGUNA 2.0 8 V. F3R;1837
1183/51;7700872079;TAPA TERMOSTATO;LAGUNA 2.0 8 V. F3R;1016
1183/52;8200561420;TAPA TERMOSTATO PLASTICO ;MEGANE/CLIO/LOGAN/SANDERO/DUSTER/KANGOO 1.6 K4M/K7M;354
1183/54;21049-ET01A;ANILLO GOMA TERMOSTATO;FLUENCE/MEGANE III 11/    2.0 16 V.M4R;121
1183/55;13050-ET000;JUNTA BASE PORTA TERMOSTATO;FLUENCE/MEGANE III 11/    2.0 16 V.M4R;513
1183/58;8200978549;TERMOSTATO COMPLETO;MASTER 14/   2.3 DCI M9T;5610
1183/59;_;JUNTA BASE TERMOSTATO;KWID 1.0 16 V. B4D;102
1185/00;7700521733;CONECTOR DE 3 VIAS BOMBA AGUA;R-12;162
1185/01;7702025894;CONECTOR DE 3 VIAS CALEFACCION;R-12/18;165
1185/09;7700518589;TAPON PURGADOR ;RENAULT TODOS;211
1185/10;7700521733;CONECTOR DE 3 VIAS BOMBA AGUA ;R-12;243
1185/11;7702025894;CONECTOR DE 3 VIAS CALEFACCION ;R-12/18;246
1185/45;8200713678;CAÑO SALIDA BOMBA AGUA ;CLIO II/KANGOO/SCENIC/LAGUNA F8Q/F9Q/F4R;898
1185/60;7700869863;CAÑO SALIDA BOMBA AGUA METALICO;CLIO II/TWINGO/KANGOO 1.2 D7F;1077
1185/61;7700869985;CAÑO SALIDA BOMBA AGUA METALICO;CLIO II/KANGOO 1.4/1.6 8 V.K7M;1079
1185/62;8200557831;CAÑO REFRIGERACION ;CLIO II/SANDERO 1.5 DSEL K9K;2880
1185/63;8200134513;CAÑO SALIDA BOMBA AGUA ;CLIO II/MEGANE/LOGAN/SANDERO 1.6 16V K4M;1311
1185/64;7700870330;CAÑO SALIDA BOMBA AGUA METALICO;MEGANE/SCENIC 1.4/1.6 8V E7J/K7M;1079
1185/66;8200134513;CAÑO SALIDA BOMBA AGUA ;CLIO II/MEGANE/LOGAN/SANDERO 1.6 16V.K4M;1306
1185/68;7700101034;CAÑO SALIDA BOMBA AGUA ;CLIO DIESEL F8Q;665
1185/70;8201128904;CAÑO CIRCULACION AGUA METALICO;MASTER 2.3 DCI M9T;3154
1185/90;7702224487;TAPON PURGADOR ;RENAULT TODOS;76
1186/06;7700859465;CAÑO SALIDA BOMBA AGUA METALICO;CLIO ENERGY 1.4;900
1186/20;7703065210;O'RING CAÑO SALIDA BOMBA AGUA ;R-19/CLIO/MEGANE/SCENIC/LAGUNA;38
1186/21;7703065311;O'RING CAÑO SALIDA BOMBA AGUA ;R-19/CLIO/MEGANE/SCENIC/LAGUNA;38
1186/98;_;TAPON DE GOMA P/CAÑO CALEFACCION   ;UNIVERSAL;145
1186/99;_;TAPON DE GOMA P/CAÑO CALEFACCION  ;UNIVERSAL;179
1187/01;_;TAPON DE GOMA P/CAÑO CALEFACCION  ;UNIVERSAL;204
1187/02;_;TAPON DE GOMA P/CAÑO CALEFACCION  ;UNIVERSAL;216
1187/03;_;TAPON DE GOMA P/CAÑO CALEFACCION  ;UNIVERSAL;239
1187/04;_;TAPON DE GOMA P/CAÑO CALEFACCION  ;UNIVERSAL;326
1187/05;_;TAPON DE GOMA P/CAÑO CALEFACCION  ;UNIVERSAL;345
1201/00;7703009124;BULON PLACA EMBRAGUE;R-12/9/11/18 1.4/1.6;53
1208/01;8200168239;BULBO DE EMBRAGUE ;MEGANE II/CLIO II;1095
1208/02;8200168240;BULBO DE EMBRAGUE ;MEGANE II/CLIO II;1095
1208/20;306200650R;CRAPODINA DE EMBRAGUE HIDRAULICO;LOGAN/SANDERO/DUSTER/MEGANE II/FLUENCE/KANGOO II  1.5 K9K/1.6 K4M;12618
1209/02;8200151770;"BOMBA PEDAL EMBRAGUE""""";LAGUNA/MEGANE/FLUENCE 03/07;9931
1209/03;306101708R;"BOMBA PEDAL EMBRAGUE""""";MEGANE/FLUENCE 08/;8911
1209/04;306107623R;BOMBA PEDAL EMBRAGUE ;DUSTER  11/    K4M/F4R;12133
1209/05;6001548446;"BOMBA PEDAL EMBRAGUE""""";DUSTER 10/17 1.6 16 V. K4M;10094
1209/06;306100394R;BOMBA PEDAL EMBRAGUE ;DUSTER/OROCH/CAPTUR 2.0;12814
1209/08;7700421845;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";SYMBOL 07/ /KANGOO 13/ 1.5 DCI K9K;10894
1209/09;8200151784;BOMBA PEDAL EMBRAGUE ;MEGANE II/KOLEOS 08/   F4R/F9Q;10297
1210/01;8200459153;"BOMBA PEDAL EMBRAGUE """"";MASTER 00/06;10170
1210/03;8200673232;BOMBA PEDAL EMBRAGUE ;MASTER 13/;14067
1216/03;7700660488;HORQUILLA DE EMBRAGUE ;R-9/11/EXPRESS;758
1216/04;7700667021;HORQUILLA DE EMBRAGUE;R-18/FUEGO 2.0/2.2/DIESEL;2273
1216/06;7700725720;HORQUILLA DE EMBRAGUE ;R-9/11/19/CLIO/TWINGO;1043
1216/11;7700734982;HORQUILLA DE EMBRAGUE MECANICO;TRAFIC CAJA NE3;1419
1216/17;7702096109-X;HORQUILLA DE EMBRAGUE;R-12/18 1600 CC.;3354
1216/25;7700112818;HORQUILLA EMBRAGUE ;CLIO II/MEGANE/KANGOO/LOGAN/SANDERO;1924
1216/29;7700112818;HORQUILLA EMBRAGUE FUNDICION;CLIOII/MEGANE/KANGOO/LOGAN/SANDERO;1950
1220/02;7910003845;BUJE EJE REENVIO CABLE EMBRAGUE;R-18/FUEGO;31
1220/06;7700715851;ROTULA PLASTICA DE HORQUILLA ;R-9/11/19/CLIO/TWINGO/EXPRESS;36
1220/08;7700715851/52;KIT BOLITA Y ROTULA HORQUILLA;R-9/11/19/CLIO/TWINGO/EXPRESS;802
1220/09;7700715851;ROTULA PLASTICA DE HORQUILLA;R-9/11/19/CLIO/TWINGO/EXPRESS;36
1220/10;7700715852;BOLITA DE HORQUILLA;R-9/11/19/CLIO/TWINGO/EXPRESS;750
1220/11;_;BOLITA HORQUILLA EMBRAGUE;TRAFIC CAJA NE3;837
1220/12;7700868112;ROTULA PLASTICA DE HORQUILLA;CLIO/MEGANE/LAGUNA/KANGOO;36
1220/15;_;BOLITA HORQUILLA EMBRAGUE;TRAFIC CAJA NL5;808
1227/00;3148572-K;KIT CUBRE PEDALES EMBRAGUE/FRENO;R-12/TORINO;119
1229/06;7705016017;RESORTE PEDAL DE EMBRAGUE;R-9/11/19/CLIO/TWINGO/EXPRESS;35
1258/01;7700637732;EJE DE PEDALERA;R-18/FUEGO;248
1258/03;7703057021;ARANDELA BOMBE EJE PEDALERA;R-12/9/11/19/21/CLIO;20
1258/11;7705035179;EJE DE PEDALERA;R-9/11/19/CLIO/EXPRESS;420
1261/00;7702054855;PEDAL DE EMBRAGUE;R-12;1560
1261/04;7701467393;PEDAL DE EMBRAGUE COMPLETO;R-9/11/19/CLIO/EXPRESS;3487
1261/15;7700832161-K;KIT CREMALLERA PEDAL EMBRAGUE;MEGANE/CLIO II/SIMBOL/KANGOO;776
1261/17;7700832161-R;CREMALLERA PEDAL EMBRAGUE ;MEGANE/CLIO II/SIMBOL/KANGOO;2292
1261/51;_;KIT CREMALLERA PEDAL EMBRAGUE;R-9/11/19/CLIO/EXPRESS;554
1261/52;_;CREMALLERA PEDAL EMBRAGUE ;R-9/11/19;779
1261/53;_;CREMALLERA PEDAL EMBRAGUE ;R-9/11/19;2020
1285/08;8200039656;GUIA DE DIRECTA ;CLIO/MEG/SCEN/KANGOO;2966
1285/09;7700102090;GUIA DE DIRECTA ;R-9/11/19;2611
1285/15;7700859126;GUIA DE DIRECTA ;CLIO/MEGANE/SCENIC/LAGUNA;3058
1285/16;8200128328;GUIA DE DIRECTA ;MEGANE/KANGOO 04/;2768
1285/17;8200142677;GUIA DE DIRECTA ;LOGAN/SANDERO;4389
1290/02;1015135;TAPON DRENAJE DE CAJA;R-4/6/12;389
1290/05;7903075033;TAPON DRENAJE DE CAJA ;R-9/11/19/CLIO/TW/EXP/MEGANE;389
1314/06;7700708152;"ANILLO ""ROT"" ";R-12/18/9/11/19/21/CLIO/TW/EXP/TRAF.;1401
1321/08;7702020178;ARANDELA METALICA BUJE PALANCA;R-12 4 VEL.;23
1321/24;7701464111;KIT REPARACION PALANCA CAMBIOS;R-9/11;591
1321/25;7700695567;GOMA SOPORTE ROTULA PALANCA DE CAMBIOS;R-9/11/19/CLIO/MEGANE/EXPRESS/KANGOO;186
1321/26;_;GOMA INTERIOR PALANCA CAMBIOS;R-9/11/19/CLIO/MEGANE/EXPRESS/KANGOO;77
1321/27;7703066038;ANILLO SEEGER PALANCA CAMBIOS;R-9/11/19/TWINGO/CLIO/EXPRESS;45
1321/29;_;KIT ACCIONAMIENTO M/ATRAS;R-19/CLIO/TWINGO/MEGANE/EXPRESS;739
1321/30;_;KIT REPARACION PALANCA CAMBIOS;R-19/CLIO/TW/MEGANE/EXPRESS;1196
1321/31;_;KIT REPARACION PALANCA CAMBIOS;KANGOO;1196
1321/32;7701464164;KIT ACCIONAMIENTO M/ATRAS;R-9/11;739
1321/37;_;KIT ACCIONAMIENTO M/ATRAS;KANGOO;739
1321/39;7701466118 X;CABLE DESTRABA MARCHA ATRAS;R-19/CLIO/TWINGO/MEGANE/EXPRESS;72
1321/49;_;KIT REPARACION PALANCA CAMBIOS (SIN BUJES);R-12  4 VEL.;944
1321/51;_;KIT REPARACION PALANCA CAMBIOS;R-12/18 5 VEL.;205
1326/10;7700514961;RESORTE PALANCA DE CAMBIOS;R-12 4 VEL.;158
1326/11;7700685274;BUJE MANGUITO SELECTOR ;R-12/18 5 VEL.;21
1326/12;7700703140;BUJE MANGUITO SELECTOR ;R-12/18 5 VEL.;47
1326/18;7700692252;BUJE VARILLA SELECTORA DE CAMBIOS;R-12/18/21 5 VEL.;156
1326/20;7700689713;BUJE ANTIVIBRADOR PALANCA ;R-12/18/21 5 VEL.;54
1326/35;7700717294;BUJE DE PALANCA CAMBIOS ;R-21/TRAFIC;45
1326/37;7703053537;ARANDELA PALANCA DE CAMBIOS ;R-21/TRAFIC;62
1326/38;7703034027;TUERCA AUTOFRENANTE PALANCA CAMBIOS;R-21/TRAFIC;16
1326/41;7700732903;BUJE DE PALANCA CAMBIOS;R-9/11/19/CLIO/MEGANE/LOGAN/SANDERO/KANGOO;39
1331/00;2058081;PLASTICO DE PALANCA ;TORINO;218
1331/01;7700506897;TOPE DE MARCHA ATRAS;R-12 4 VEL.;147
1336/01;_;KIT REPARACION PALANCA CAMBIOS ;TORINO;1211
1336/04;_;KIT REPARACION PALANCA CAMBIOS ;TORINO;1715
1338/00;2058531;BUJE EJE PALANCA CAMBIOS  ;TORINO;64
1338/01;2058772;RESORTE EJE PALANCA  ;TORINO;162
1338/02;2058970;ARANDELA SOPORTE EJE PALANCA  ;TORINO;179
1338/03;2058533;ARANDELA PLANA RESORTE PALANCA  ;TORINO;91
1338/04;2058527;SEGURO SEEGER EJE PALANCA ;TORINO;28
1338/05;700481;SUPLEMENTO EJE PALANCA  ;TORINO;34
1339/00;2058530;BUJE EJE PALANCA CAMBIOS DERECHO   ;TORINO;64
1339/03;7703066329;SEGURO SEEGER EJE SELECTOR    ;R-9/11/19/CLIO/MEGANE/KANGOO;22
1349/03;7700743133;MANCHON PUNTA BIELA SELECTORA ;R-9/11/19/CLIO/MEGANE/KANGOO;36
1349/04;7705010093;BUJE MANCHON BIELA SELECTORA;R-9/11/19/CLIO/MEGANE/KANGOO;124
1349/07;7702093936;VARILLA SELECTORA DE CAMBIOS ;R-12 5 VEL.;1888
1349/09;7702054904;VARILLA SELECTORA DE CAMBIOS ;R-18 84/   5V;1888
1349/11;7700859626;FUELLE SELECTOR CAMBIOS  ;R-9/11/19/CLIO/MEGANE/KANGOO;355
1349/12;7700725987 S/R;KIT LEVA SELECTORA ;R-9/11/19/CLIO/MEGANE/KANGOO;1800
1349/14;7700725987-X;KIT LEVA SELECTORA ;R-9/11/19/CLIO/MEGANE/KANGOO;2099
1349/15;7703087163;RETEN EJE COMANDO CAMBIOS;R-9/11/19/CLIO/MEGANE/KANGOO;257
1349/16;7700703000;GUARDAPOLVO MANGUITO SELECTOR ;R-9/11/19/CLIO/MEGANE/KANGOO;41
1349/17;7700875584;LEVA COMANDO DE CAMBIOS    ;R-9/11/19/CLIO/MEGANE/KANGOO;1639
1349/25;349303162R;LEVA COMANDO DE CAMBIOS;LOGAN/SANDERO;2218
1349/27;349303162R-K;KIT LEVA SELECTORA ;LOGAN/SANDERO;2584
1349/33;7700863292;BUJE SELECTOR;TRAFIC 96/   5 VEL.;104
1349/34;_;KIT REPARACION LEVA SELECTORA;R-9/11/19/CLIO/MEGANE/KANGOO;569
1353/01;855953600;ESPINA EJE SELECTOR ;R-12;20
1354/00;7700520436;EJE SELECTOR ;R-12 76/;973
1354/02;7702027400;BUJE EJE SELECTOR ;R-12 76/;140
1354/09;7700532196;RETEN EJE SELECTOR;R-12 76/;62
1355/00;7702058583;TOPE BARRA DE CAMBIOS;R-12 4 VEL.;283
1369/00;2055409;PIVOTE VARILLA SELECTORA CAMBIOS ;TORINO;210
1370/00;_;KIT LEVAS SELECTORAS ;TORINO;3315
1374/08;120369;TUERCA DE VARILLA SELECTORA ;TORINO;16
1375/05;2058815;SEPARADOR DE LEVA ESP. ;TORINO;227
1375/06;2058814;SEPARADOR DE LEVA ESP. ;TORINO;227
1375/07;2093138;BUJE LEVA DE CAMBIOS ;RAMBLER/TORINO;172
1375/08;7700872205;BUJE ALOJAMIENTO LEVA;R-9/11/19/CLIO/MEGANE/KANGOO;36
1380/01;A-490-K;ABRAZADERA CRUCETA ;IKA TODOS;319
1380/05;_;SOPORTE DE CARDAN ;DUSTER 4x4;7169
1388/00;645789;ARANDELA PLANETARIO ;IKA TODOS;79
1389/04;7703066331-K;KIT SEGURO Y ARANDELA PLANETARIO;R-9/11/19/CLIO/LAG/ME;1393
1390/00;645790;ARANDELA SATELITE   ;IKA TODOS;138
1394/04;7700105707;POLEA BOMBA DIRECCION ALUMINIO;MEGANE/SCENIC 2.O F3R;3463
1394/06;7700875328;POLEA BOMBA DIRECCION HIDRAULICA ;CLIO II/KANGOO F8Q/F9Q;361
1394/08;8200246248;POLEA BOMBA DIRECCION HIDRAULICA FUNDICION;CLIO II/LOGAN/SANDERO 1.6 16V;6006
1394/09;8201088953;POLEA BOMBA DIRECCION ALUMINIO;MASTER 2.5 DCI G9U;2857
1394/14;7700795347;DEPOSITO DIRECCION HIDRAULICA;MEGANE/DUSTER 1.6 16 V.K4M/2.0 16 V.F4R;3264
1394/15;8200005185;DEPOSITO DIRECCION HIDRAULICA;LOGAN/SANDERO/DUSTER/MASTER 2.5 16V.G9U;4927
1394/16;491803558R;DEPOSITO DIRECCION HIDRAULICA;LOGAN/SANDERO/DUSTER/OROCH 15/;6132
1400/02;7704002058;MANCHON DE DIRECCION;R-12;439
1400/04;3200491/92;JGO.CUBETA Y BOLILLERO SIN FIN DIRECCION;RAMBLER/TORINO;1110
1400/12;_;BUJE INFERIOR A RODILLOS COLUMNA DIREC.;R-19/MEGANE;2113
1400/14;7703090293;BUJE COLUMNA DIRECCION;R-12/9/11/18/19/21/EXPRESS;157
1400/22;8200259878 MEC.;BARRA CARDANICA DIRECCION MECANICA 780 MM.;KANGOO 98/05;9322
1400/23;8200259878 HID.;BARRA CARDANICA DIRECCION HIDRAULICA 755 MM.;KANGOO 98/05;10235
1401/01;7703090293;BUJE COLUMNA DIR. A RODILLOS ;R-9/11/18/19/21/EXP;900
1401/16;7700726598;BUJE INFERIOR   COLUMNA DIRECCION;TRAFIC;1033
1492/23;_;FUELLE DE SEMIEJE LADO RUEDA;R-19/CLIO/TWINGO/EXPRESS/KANGOO;157
1494/01;_;KIT ESPINAS SEMIEJE  ;R-4/6/12;66
1494/02;_;KIT ESPINAS SEMIEJE  ;R-6/12;53
1494/03;_;KIT ESPINAS SEMIEJE ;R-9/11/19/CL/EXP/M;47
1495/00;8546100;ESPINA SEMIEJE  ;4-L/R-4/6/12;23
1496/00;8546101;ESPINA SEMIEJE  ;4-L/R-4/6/12;41
1497/00;8523978;ESPINA SEMIEJE  ;R-6/12;18
1497/01;7703067207;ESPINA SEMIEJE  ;R-9/11/18/19/21/CLIO/MEG.;17
1498/00;8543860;ESPINA SEMIEJE  ;R-6/12;33
1498/01;7903067016;ESPINA SEMIEJE ;R-9/11/18/19/21/CLIO/MEGANE;29
1498/20;_;PUNZON P/EXTRAER ESPINAS;R-4/6/12/9/11/18/19/CLIO/TW/EXPRESS;1016
1499/00;7703034040;TUERCA PUNTA DE SEMIEJE;R-4/6/12;115
1499/01;7702027238;TUERCA SALIDA SEMIEJE ;R-4/6/12/18 4 VEL./DACIA;1785
1499/02;7703034068;TUERCA PUNTA DE SEMIEJE;R-9/11/18/21/19/TRAFIC/CLIO/EXPRESS/MEGANE;196
1499/05;7701462174;TUERCA SALIDA SEMIEJE ;R-12/18/21 5 VEL.;2010
1499/10;6082128;ARANDELA PUNTA SEMIEJE;R-4/6/12;44
1499/14;7700759987;ARANDELA PUNTA SEMIEJE;R-9/11/19/TRAFIC/CLIO;209
1499/15;7700710507;ARANDELA PUNTA SEMIEJE;R-21/TWINGO/EXPRESS/MEGANE;209
1499/20;7701638463;TRICETA DE SEMIEJE ;R-12/9/11/19/CLIO/CLIO II;4174
1499/22;7700107912;TRICETA DE SEMIEJE ;CLIO II/LAGUNA/MEGANE;4174
1499/24;_;TRICETA DE SEMIEJE ;CLIOII/MEGANE T.D;6010
1499/25;_;TRICETA DE SEMIEJE ;CLIO/EXPRESS;5699
1499/27;_;TRICETA DE SEMIEJE ;CLIO/LOGAN;4174
1502/00;7705098001;SEGURO TUERCA PUNTA DE EJE ;R-4/6/12/18;230
1502/01;7702074031;TUERCA PUNTA DE EJE ;R-4/6/12/18;128
1502/02;7703040018;TUERCA PUNTA DE EJE ;TRAFIC;364
1502/03;7703034068;TUERCA PUNTA DE EJE ;R-9/11/19/TWINGO;196
1502/04;6039003;ARANDELA PUNTA DE EJE ;R-12/18;197
1502/05;7700623769;ARANDELA PUNTA DE EJE  ;TRAFIC;231
1502/06;7700710507;ARANDELA PUNTA DE EJE ;R-9/11/19/CLIO/TWINGO;209
1502/11;7702078411;PUNTA EJE TRASERA IZQUIERDA  ;R-12/18;6107
1502/12;7702078412;PUNTA EJE TRASERA DERECHA    ;R-12/18;6107
1502/13;7702054505;PUNTA EJE TRASERA IZQUIERDA  ;R-12;6107
1502/14;7702054506;PUNTA EJE TRASERA DERECHA    ;R-12;6107
1502/15;7700678004;PUNTA EJE TRASERA;R-9/11/CLIO;2958
1502/19;7701466736;PUNTA EJE TRASERA;EXPRESS/KANGOO;3137
1502/50;7702074031-K;KIT TUERCA PUNTA EJE ;R-4/6/12/18;584
1502/54;_;KIT REPARACION PUNTA EJE ;R-4/6/12   /89;1092
1519/00;5540584;EJE DE PARRILLA ;GORDINI;142
1523/10;7703034015;TUERCA AUTOFRENANTE EJE PARRILLA ;R-12/18;24
1530/03;7700797666;CRAPODINA CAZOLETA AMORTIGUADOR;R-9/11/19/21/MEGANE/SCENIC;1372
1530/40;6001025850;CRAPODINA CAZOLETA AMORTIGUADOR;CLIO/KANGOO/LOGAN/SANDERO;1153
1530/41;7701208891;CRAPODINA CAZOLETA AMORTIGUADOR;MEGANE II/SCENIC II;3340
1530/42;543256557 R;CRAPODINA CAZOLETA AMORTIGUADOR;FLUENCE;3694
1531/22;_;GUARDAPOLVO AMORT.TRASERO ;LOGAN/SANDERO/DUSTER;248
1531/24;_;TOPE AMORTIGUADOR TRASERO  ;LOGAN/SANDERO/SYMBOL;1085
1584/20;608268700;BUJE CENTRAL BARRA ESTABILIZADORA;R-4/6;24
1584/22;7700666235;BUJE CENTRAL BARRA ESTABILIZADORA;R-18   /91;24
1584/34;7700667184;BUJE CENTRAL BARRA ESTABILIZADORA ;TRAFIC;16
1592/30;7702085224;BUJE DE ELASTICO TRASERO;TRAFIC;121
1593/02;608494300;ARANDELA CONCAVA PARA BARRA TENSORA;R-12;3
1612/00;7702024590;MAZA RUEDA DELANTERA ;R-12;11365
1612/03;7700752811;MAZA RUEDA DELANTERA ;R-9/11 85/96;7624
1612/05;7700697414;MAZA RUEDA DELANTERA 23 ESTRIAS RUL. 42 MM. CON BULONES;TRAFIC 86/95;15675
1612/06;7700749382;MAZA RUEDA DELANTERA 25 ESTRIAS RUL. 42 MM. CON BULONES;TRAFIC 96/;15675
1612/10;7700768319;MAZA RUEDA DELANTERA ;R-9/19/CLIO/MEGANE/KANGOO;7624
1612/11;402020009R;MAZA RUEDA DELANTERA ;DUSTER/OROCH/CAPTUR/MEGANE III;12240
1612/13;402027463R;MAZA RUEDA DELANTERA ;MEGANE/CLIOII/LOGAN/SANDERO/KANGOO;7887
1612/14;6001547685;MAZA RUEDA DELANTERA ;LOGAN 10/;7887
1612/15;7700830220;MAZA RUEDA DELANTERA ;MEGANE/LAGUNA RT/DIESEL;1960
1612/19;8200807882;MAZA RUEDA DELANTERA ;MASTER;18832
1617/00;635516;TUERCA DE RUEDA ;IKA TODOS;84
1619/02;554732800;BULON DE RUEDA DELANTERA (12-1.25x32);R-12;304
1619/03;7702027745;TUERCA DE RUEDA ZINCADA ;R-6/12;323
1619/07;7700668275;BULON DE RUEDA ZINCADO (12-1.5x26);R-9/11/18/19/21/CLIO/MEGANE/KANGOO;449
1619/08;7700668275 C;BULON DE RUEDA CROMADO (12-1.5 x26);R-9/11/18/19/21/CLIO/MEGANE/KANGOO;363
1620/00;5562868;TUERCA DE RUEDA ZINCADA;R-6/12;236
1620/05;635516-Z;TUERCA DE RUEDA ZINCADA  ;IKA TODOS;336
1620/07;635516-C;TUERCA DE RUEDA CROMADA ;IKA TODOS;476
1621/02;2058834;TAZA GRASERA ;R-4/6/12   /89/IKA TODOS;498
1621/03;7703075084;TAZA GRASERA ;R-12 90/94/R-18 81/;421
1621/08;7700754393;TAZA GRASERA ;R9/11/19/21/CLIO/TWINGO/MEGANE;357
1621/09;_;TAZA GRASERA;KWID;523
1621/22;608504800;BUJE HORQUILLA PEDAL EMBRAGUE;R-12/TRAFIC;54
